tract,year,shift,total_crimes,violent_crimes,property_crimes,nearest_station,dist_to_nearest_metro,name,nearest_station_id,stations_within_400m,stations_within_800m,line,above_ground,transfer_station,total_population,median_household_income,log_pop,pct_white,pct_black_nh,pct_hispanic,pct_bachelors_only,pct_graduate,pct_poverty,pct_unemployed,pct_single_parent,pct_renter,pct_vacant,red_line,green_line,yellow_line,blue_line,orange_line,silver_line,blue_orange_silver_line,green_yellow_line
"Census Tract 12, District of Columbia, District of Columbia",2022,MIDNIGHT,14,4,10,Van Ness-UDC,728.6713159847359,Van Ness-UDC,MetroStnPt_5,0,1,red,0,0,4919,134049,8.50086053679534,0.7249440943281155,0.07094937995527546,0.0914820085383208,0.23297418174425696,0.4628989632039032,0.07135596665989022,0.03903232364301688,0.031758634378721715,0.44852384557153674,0.046555639666919,1,0,0,0,0,0,0,0
"Census Tract 103, District of Columbia, District of Columbia",2022,MIDNIGHT,15,8,7,Takoma,789.1986372289535,Takoma,MetroStnPt_1,0,1,red,1,0,4196,94145,8.341886969516187,0.16587225929456625,0.5383698760724499,0.24833174451858914,0.17492850333651097,0.161582459485224,0.12273593898951382,0.020257387988560534,0.22594661700806953,0.49058823529411766,0.05235294117647059,1,0,0,0,0,0,0,0
"Census Tract 19.02, District of Columbia, District of Columbia",2022,MIDNIGHT,7,2,5,Takoma,1365.8863719934377,Takoma,MetroStnPt_1,0,0,red,1,0,2273,155288,7.728855823852543,0.23933128024637043,0.5512538495380555,0.11482622085349758,0.16849978002639684,0.2798064232292125,0.08095028596568411,0.0387153541575011,0.18661971830985916,0.08609271523178808,0.059602649006622516,1,0,0,0,0,0,0,0
"Census Tract 23.02, District of Columbia, District of Columbia",2022,MIDNIGHT,4,2,2,Georgia Ave Petworth,1157.4147224050882,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,1602,96607,7.379008127628304,0.3595505617977528,0.5099875156054932,0.0568039950062422,0.13670411985018727,0.25218476903870163,0.13920099875156056,0.024344569288389514,0.05658198614318707,0.5296137339055794,0.25665236051502144,0,1,0,0,0,0,0,1
"Census Tract 33.01, District of Columbia, District of Columbia",2022,MIDNIGHT,17,13,4,Shaw-Howard Univ,1196.593011395948,Shaw-Howard Univ,MetroStnPt_13,0,0,green,0,0,3706,198299,8.217708406845306,0.4967620075553157,0.35860766324878574,0.049919050188882895,0.3240690771721533,0.4190501888828926,0.07366432811656773,0.008094981111710739,0.05785123966942149,0.20010504201680673,0.0467436974789916,0,1,0,0,0,0,0,1
"Census Tract 7.04, District of Columbia, District of Columbia",2022,MIDNIGHT,2,1,1,Cleveland Park,1581.9102024571957,Cleveland Park,MetroStnPt_7,0,0,red,0,0,2660,92484,7.886081401775745,0.7323308270676692,0.03045112781954887,0.1462406015037594,0.1406015037593985,0.49473684210526314,0.07669172932330827,0.022556390977443608,0.031023102310231022,0.5156431054461182,0.12224797219003476,1,0,0,0,0,0,0,0
"Census Tract 55.01, District of Columbia, District of Columbia",2022,MIDNIGHT,9,1,8,Foggy Bottom-GWU,512.3468855807586,Foggy Bottom-GWU,MetroStnPt_21,0,2,"blue, orange, silver",0,0,1674,156075,7.422971251049421,0.7407407407407407,5.973715651135006e-4,0.2174432497013142,0.25686977299880526,0.6409796893667862,0.04898446833930705,0.016129032258064516,0.03159692570452605,0.3352236925015753,0.26212980466288593,0,0,0,1,1,1,1,0
"Census Tract 52.03, District of Columbia, District of Columbia",2022,MIDNIGHT,27,6,21,McPherson Sq,714.6266667154985,McPherson Sq,MetroStnPt_19,0,2,"blue, orange, silver",0,0,3278,84839,8.094988759303774,0.5555216595485052,0.14246491763270286,0.1693105552165955,0.32001220256253815,0.35906040268456374,0.09548505186089079,0.011287370347773032,0,0.708927231807952,0.13878469617404351,0,0,0,1,1,1,1,0
"Census Tract 50.04, District of Columbia, District of Columbia",2022,MIDNIGHT,27,5,22,Mt Vernon Sq - 7th St Convention Center,566.0055368851476,Mt Vernon Sq - 7th St Convention Center,MetroStnPt_17,0,2,"green, yellow",0,0,3891,86422,8.266421472984554,0.4122333590336674,0.2970958622462092,0.18324338216396813,0.21922384991004884,0.28553071189925466,0.2526342842456952,0.02313030069390902,0.028761061946902654,0.6412998765939942,0.07034142328259975,0,1,1,0,0,0,0,1
"Census Tract 95.10, District of Columbia, District of Columbia",2022,MIDNIGHT,30,13,17,Fort Totten,730.2838350967004,Fort Totten,MetroStnPt_3,0,1,"red, green",1,1,4918,59393,8.500657222776137,0.06669377795851972,0.6051240341602278,0.2724684831232208,0.06974379829198861,0.06710044733631558,0.23952826352175682,0.016876779178527857,0.23993727130162049,0.6915103652517275,0.05577492596248766,1,1,0,0,0,0,0,1
"Census Tract 1.02, District of Columbia, District of Columbia",2022,MIDNIGHT,24,0,24,Foggy Bottom-GWU,1095.496642142816,Foggy Bottom-GWU,MetroStnPt_21,0,0,"blue, orange, silver",0,0,3127,178790,8.047829357457841,0.7972497601535018,0.008314678605692356,0.14678605692356891,0.3677646306363927,0.42468819955228654,0.05500479692996482,0.005116725295810681,0.02840300107181136,0.3411371237458194,0.10845676063067368,0,0,0,1,1,1,1,0
"Census Tract 53.02, District of Columbia, District of Columbia",2022,MIDNIGHT,15,4,11,Dupont Circle,520.6917329172683,Dupont Circle,MetroStnPt_14,0,1,red,0,0,2538,119769,7.839131648274333,0.6914893617021277,0.01182033096926714,0.16390858944050432,0.3672182821118991,0.4243498817966903,0.042159180457052796,0,0.0063411540900443885,0.6492146596858639,0.08260616637579989,1,0,0,0,0,0,0,0
"Census Tract 55.03, District of Columbia, District of Columbia",2022,MIDNIGHT,6,1,5,Foggy Bottom-GWU,671.3698956191951,Foggy Bottom-GWU,MetroStnPt_21,0,1,"blue, orange, silver",0,0,1726,85461,7.453561871643373,0.7578215527230591,0.04055619930475087,0.1361529548088065,0.17960602549246812,0.52954808806489,0.37369640787949016,0.034183082271147164,0,0.4338235294117647,0.20120320855614973,0,0,0,1,1,1,1,0
"Census Tract 3, District of Columbia, District of Columbia",2022,MIDNIGHT,11,1,10,Woodley Park-Zoo Adams Morgan,2189.9150298071645,Woodley Park-Zoo Adams Morgan,MetroStnPt_10,0,0,red,0,0,5979,176181,8.696008608880904,0.6668339187155042,0.02609131961866533,0.2095668171935106,0.16976082957016222,0.4228131794614484,0.08931259407927747,0.00869710653955511,0.02509105625252934,0.37594254937163374,0.11274685816876122,1,0,0,0,0,0,0,0
"Census Tract 111, District of Columbia, District of Columbia",2022,MIDNIGHT,123,36,87,Minnesota Ave,2543.758914904052,Minnesota Ave,MetroStnPt_22,0,0,orange,1,0,5308,76563,8.576970395452099,0.12509419743782968,0.7119442351168048,0.1373398643556895,0.13941220798794274,0.13281838733986437,0.2038432554634514,0.07969103240391862,0.13492475350285418,0.3711089494163424,0.0627431906614786,0,0,0,0,1,0,1,0
"Census Tract 78.06, District of Columbia, District of Columbia",2022,MIDNIGHT,23,10,13,Deanwood,366.0114789947982,Deanwood,MetroStnPt_15,1,1,orange,1,0,2386,39968,7.777373602657861,0.04735959765297569,0.8964794635373009,0.006705783738474434,0.07376362112321877,0.16429170159262363,0.15800502933780386,0.04861693210393965,0.2141119221411192,0.481651376146789,0.05733944954128441,0,0,0,0,1,0,1,0
"Census Tract 5.01, District of Columbia, District of Columbia",2022,MIDNIGHT,4,0,4,Woodley Park-Zoo Adams Morgan,181.78516833335712,Woodley Park-Zoo Adams Morgan,MetroStnPt_10,1,1,red,0,0,3594,117361,8.187021067343505,0.5884808013355592,0.1188091263216472,0.10656649972175848,0.28130217028380633,0.496661101836394,0.07262103505843072,0.046466332776850305,0.01603298213467705,0.767625049231981,0.14021268215833005,1,0,0,0,0,0,0,0
"Census Tract 99.02, District of Columbia, District of Columbia",2022,MIDNIGHT,23,14,9,Benning Road,2206.307739102416,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,3090,102070,8.035926369891792,0.039805825242718446,0.8815533980582524,0.045307443365695796,0.08511326860841424,0.09223300970873786,0.12977346278317153,0.06731391585760518,0.16842105263157894,0.25419847328244277,0.05725190839694656,0,0,0,1,0,1,1,0
"Census Tract 99.06, District of Columbia, District of Columbia",2022,MIDNIGHT,10,6,4,Benning Road,401.23636494457986,Benning Road,MetroStnPt_29,0,1,"blue, silver",0,0,1622,58542,7.3914152346753585,0.04254007398273736,0.9210850801479655,0.02466091245376079,0.0752157829839704,0.1220715166461159,0.2157829839704069,0.06103575832305795,0.28475033738191635,0.48578199052132703,0.12203791469194313,0,0,0,1,0,1,1,0
"Census Tract 9.02, District of Columbia, District of Columbia",2022,MIDNIGHT,3,0,3,Tenleytown-AU,3352.863675836627,Tenleytown-AU,MetroStnPt_4,0,0,red,0,0,2310,250001,7.745002803515839,0.7432900432900433,0.09220779220779221,0.10606060606060606,0.15194805194805194,0.42727272727272725,0.0367965367965368,0.015151515151515152,0.13078703703703703,0.12612612612612611,0.02702702702702703,1,0,0,0,0,0,0,0
"Census Tract 11, District of Columbia, District of Columbia",2022,MIDNIGHT,28,3,25,Friendship Heights,679.8279652836745,Friendship Heights,MetroStnPt_2,0,1,red,0,0,4727,176875,8.461046030793236,0.698117199069177,0.12016077850645229,0.07171567590437909,0.20710810239052252,0.42183202877089065,0.07996615189337847,0.012481489316691347,0.05263157894736842,0.3637521222410866,0.10483870967741936,1,0,0,0,0,0,0,0
"Census Tract 15, District of Columbia, District of Columbia",2022,MIDNIGHT,3,0,3,Friendship Heights,3103.8857384400185,Friendship Heights,MetroStnPt_2,0,0,red,0,0,5804,250001,8.666302614004078,0.680737422467264,0.12491385251550655,0.14937973811164715,0.1517918676774638,0.42970365265334254,0.012405237767057202,0.008097863542384563,0.03391521197007481,0.034080298786181136,0.06395891690009337,1,0,0,0,0,0,0,0
"Census Tract 16, District of Columbia, District of Columbia",2022,MIDNIGHT,16,2,14,Takoma,1930.6338407676433,Takoma,MetroStnPt_1,0,0,red,1,0,4477,210848,8.406708458240965,0.22090685727049364,0.6341299977663614,0.0743801652892562,0.1594817958454322,0.4013848559303105,0.043779316506589235,0.014071923162832253,0.13617021276595745,0.07130825379000562,0.0763615946097698,1,0,0,0,0,0,0,0
"Census Tract 17.02, District of Columbia, District of Columbia",2022,MIDNIGHT,22,4,18,Takoma,521.4622974935087,Takoma,MetroStnPt_1,0,1,red,1,0,3285,127933,8.09712193091871,0.4003044140030441,0.41339421613394217,0.08432267884322679,0.2024353120243531,0.38234398782343987,0.039878234398782346,0.0502283105022831,0.07776427703523693,0.46293245469522243,0.09610104338275673,1,0,0,0,0,0,0,0
"Census Tract 20.01, District of Columbia, District of Columbia",2022,MIDNIGHT,14,3,11,Takoma,2407.653714131867,Takoma,MetroStnPt_1,0,0,red,1,0,3440,56913,8.143226750367445,0.0755813953488372,0.43372093023255814,0.4183139534883721,0.10755813953488372,0.13546511627906976,0.25290697674418605,0.011918604651162791,0.07692307692307693,0.6903799514955538,0.054163298302344384,1,0,0,0,0,0,0,0
"Census Tract 20.02, District of Columbia, District of Columbia",2022,MIDNIGHT,34,9,25,Georgia Ave Petworth,1800.9465793329907,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,4392,244493,8.387539983189367,0.3094262295081967,0.4285063752276867,0.17736794171220402,0.1983151183970856,0.2807377049180328,0.08629326047358835,0.031420765027322405,0.1807465618860511,0.1641337386018237,0.07173252279635259,0,1,0,0,0,0,0,1
"Census Tract 23.01, District of Columbia, District of Columbia",2022,MIDNIGHT,5,3,2,Georgia Ave Petworth,825.0897570451585,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,3233,141111,8.081165777725433,0.2270337148159604,0.5391277451283637,0.18125579956696566,0.17970924837612126,0.2502319826786267,0.10392824002474482,0.06804825239715434,0.26484751203852325,0.2020497803806735,0.08784773060029283,0,1,0,0,0,0,0,1
"Census Tract 26, District of Columbia, District of Columbia",2022,MIDNIGHT,11,1,10,Cleveland Park,1792.36411877774,Cleveland Park,MetroStnPt_7,0,0,red,0,0,2630,250001,7.874739125171811,0.3456273764258555,0.4779467680608365,0.14638783269961977,0.2376425855513308,0.3486692015209126,0.04068441064638783,0.012167300380228136,0.08333333333333333,0.2702991452991453,0.038461538461538464,1,0,0,0,0,0,0,0
"Census Tract 29, District of Columbia, District of Columbia",2022,MIDNIGHT,36,12,24,Georgia Ave Petworth,684.1222222460018,Georgia Ave Petworth,MetroStnPt_6,0,2,green,0,0,4576,179444,8.428580533059634,0.41215034965034963,0.2633304195804196,0.23645104895104896,0.22814685314685315,0.28015734265734266,0.1534090909090909,0.02207167832167832,0.15430622009569378,0.3993610223642173,0.10969116080937168,0,1,0,0,0,0,0,1
"Census Tract 30, District of Columbia, District of Columbia",2022,MIDNIGHT,31,13,18,Columbia Heights,250.5770258975798,Columbia Heights,MetroStnPt_9,1,1,green,0,0,3878,102600,8.263074835802596,0.30866425992779783,0.3782877772047447,0.2369778236204229,0.16064981949458484,0.2362042289840124,0.22099020113460546,0.0556988138215575,0.20893719806763286,0.6472564389697648,0.07278835386338185,0,1,0,0,0,0,0,1
"Census Tract 36, District of Columbia, District of Columbia",2022,MIDNIGHT,36,6,30,Columbia Heights,530.9853494448267,Columbia Heights,MetroStnPt_9,0,2,green,0,0,4630,135407,8.440312147080279,0.5259179265658748,0.25658747300215984,0.15442764578833693,0.2552915766738661,0.3449244060475162,0.11749460043196544,0.01879049676025918,0.07434944237918216,0.571130579891531,0.10221109720483938,0,1,0,0,0,0,0,1
"Census Tract 41, District of Columbia, District of Columbia",2022,MIDNIGHT,10,2,8,Dupont Circle,999.8562979784954,Dupont Circle,MetroStnPt_14,0,0,red,0,0,2462,173125,7.808729306744399,0.6226645004061738,0.11291632818846466,0.1628757108042242,0.26320064987814784,0.50446791226645,0.06498781478472786,0.010560519902518278,0,0.4114681789540013,0.11153119092627599,1,0,0,0,0,0,0,0
"Census Tract 42.02, District of Columbia, District of Columbia",2022,MIDNIGHT,20,3,17,Dupont Circle,426.9900593209165,Dupont Circle,MetroStnPt_14,0,1,red,0,0,2486,112396,7.818430272070656,0.6166532582461786,0.021319388576025743,0.1733708769106999,0.3893805309734513,0.4344328238133548,0.15205148833467416,0.026146419951729685,0.007037747920665387,0.7172710510141365,0.03933620159803319,1,0,0,0,0,0,0,0
"Census Tract 50.01, District of Columbia, District of Columbia",2022,MIDNIGHT,22,5,17,U St/African-Amer Civil War Memorial/Cardozo,586.9524829379059,U St/African-Amer Civil War Memorial/Cardozo,MetroStnPt_12,0,2,green,0,0,1936,230978,7.568379267836522,0.7350206611570248,0.09400826446280992,0.05010330578512397,0.3853305785123967,0.4318181818181818,0.03409090909090909,0.006714876033057851,0.01444043321299639,0.4054726368159204,0.0812603648424544,0,1,0,0,0,0,0,1
"Census Tract 107, District of Columbia, District of Columbia",2022,MIDNIGHT,152,23,129,Farragut North,216.01612237542457,Farragut North,MetroStnPt_18,2,4,red,0,0,1587,99200,7.369600720526409,0.6830497794580971,0.024574669187145556,0.11279143037177064,0.3724007561436673,0.2715816005040958,0.11342155009451796,0.018273471959672338,0.01,0.5924170616113744,0.18754231550440081,1,0,0,0,0,0,0,0
"Census Tract 66, District of Columbia, District of Columbia",2022,MIDNIGHT,12,1,11,Eastern Market,401.3684435180319,Eastern Market,MetroStnPt_35,0,2,"blue, orange, silver",0,0,2174,178587,7.684324067681155,0.7856485740570377,0.05979760809567617,0.052897884084636616,0.1968721251149954,0.5275988960441582,0.06071757129714812,0.04921803127874885,0.07321428571428572,0.478017585931255,0.10471622701838529,0,0,0,1,1,1,1,0
"Census Tract 68.04, District of Columbia, District of Columbia",2022,MIDNIGHT,4,3,1,Stadium Armory,524.1562832211769,Stadium Armory,MetroStnPt_31,0,1,"blue, orange, silver",1,0,2102,NA,7.650644551436897,0.07754519505233111,0.8344433872502379,0.0532825880114177,0.06850618458610847,0.014747859181731684,0.09181731684110371,0.008563273073263558,0,0.5,0,0,0,0,1,1,1,1,0
"Census Tract 43, District of Columbia, District of Columbia",2022,MIDNIGHT,52,13,39,U St/African-Amer Civil War Memorial/Cardozo,577.0592992725834,U St/African-Amer Civil War Memorial/Cardozo,MetroStnPt_12,0,1,green,0,0,4173,124693,8.336390480591552,0.5514018691588785,0.07380781212556914,0.1802060867481428,0.25617062065660196,0.4517133956386293,0.05727294512341241,0.00958543014617781,0.004469727752945957,0.6080029640607633,0.08818080770655798,0,1,0,0,0,0,0,1
"Census Tract 47.02, District of Columbia, District of Columbia",2022,MIDNIGHT,32,3,29,Judiciary Sq,589.9987804884111,Judiciary Sq,MetroStnPt_26,0,3,red,0,0,3465,136699,8.150467911624004,0.6112554112554113,0.18124098124098123,0.09841269841269841,0.27474747474747474,0.48023088023088023,0.07965367965367966,0.025108225108225107,0.015688032272523533,0.8113207547169812,0.08490566037735849,1,0,0,0,0,0,0,0
"Census Tract 74.01, District of Columbia, District of Columbia",2022,MIDNIGHT,21,9,12,Anacostia,210.0637048282874,Anacostia,MetroStnPt_39,1,1,green,0,0,1407,28014,7.249215057114389,0.019189765458422176,0.8884150675195451,0.03411513859275053,0.048329779673063254,0.06396588486140725,0.511727078891258,0.10376687988628287,0.27549668874172184,0.6123949579831933,0.20693277310924368,0,1,0,0,0,0,0,1
"Census Tract 74.07, District of Columbia, District of Columbia",2022,MIDNIGHT,16,4,12,Anacostia,1090.245924773933,Anacostia,MetroStnPt_39,0,0,green,0,0,3216,57521,8.075893630298857,0.020211442786069653,0.914179104477612,0.03140547263681592,0.13526119402985073,0.07587064676616916,0.2568407960199005,0.06218905472636816,0.4647592463363573,0.47831474597273854,0.11214374225526642,0,1,0,0,0,0,0,1
"Census Tract 76.03, District of Columbia, District of Columbia",2022,MIDNIGHT,26,9,17,Congress Heights,3000.599085247944,Congress Heights,MetroStnPt_40,0,0,green,0,0,3619,74436,8.193953023563742,0.027631942525559547,0.9245647969052224,0,0.20281845813760707,0.20420005526388504,0.13180436584691904,0.03785576126001658,0.1855719031798766,0.48954849498327757,0.11914715719063546,0,1,0,0,0,0,0,1
"Census Tract 77.08, District of Columbia, District of Columbia",2022,MIDNIGHT,32,9,23,Stadium Armory,1345.8534188241238,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,2680,46038,7.893572073504902,0.001119402985074627,0.9041044776119403,0.012313432835820896,0.04664179104477612,0.07649253731343283,0.22723880597014925,0.12126865671641791,0.19000819000819,0.8467552775605942,0.04534792806880375,0,0,0,1,1,1,1,0
"Census Tract 78.08, District of Columbia, District of Columbia",2022,MIDNIGHT,30,17,13,Benning Road,1656.8588757157063,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,4206,63457,8.344267356262645,0.005706134094151213,0.9203518782691393,0.05040418449833571,0.12291963861150737,0.042558250118877795,0.29885877318116977,0.06609605325725154,0.35066582117945466,0.36752605595172794,0.13494240263302248,0,0,0,1,0,1,1,0
"Census Tract 78.09, District of Columbia, District of Columbia",2022,MIDNIGHT,36,12,24,Deanwood,781.6596622831879,Deanwood,MetroStnPt_15,0,1,orange,1,0,3236,68419,8.082093278178382,0.021322620519159455,0.8646477132262052,0.04975278121137206,0.08189122373300371,0.051297898640296664,0.41872682323856614,0.13102595797280595,0.41356492969396197,0.3952654232424677,0.1327116212338594,0,0,0,0,1,0,1,0
"Census Tract 83.01, District of Columbia, District of Columbia",2022,MIDNIGHT,13,10,3,Union Station,579.5853146848482,Union Station,MetroStnPt_25,0,1,red,0,0,2895,173684,7.970740390007095,0.6853195164075994,0.10397236614853195,0.11364421416234888,0.2504317789291883,0.45492227979274613,0.06217616580310881,0.015198618307426597,0.0311284046692607,0.4848668280871671,0.06658595641646489,1,0,0,0,0,0,0,0
